2254461.8600127646	2243988.8292621206	2253282.874986542	2255154.6423131544	2252527.4540602737	2253061.5571189225
2252008.697826238	2240285.522203648	2250552.193942835	2250853.019193887	2250371.4636070947	2249321.7246272448
2244904.048551108	2238223.439520188	2247485.0191462436	2247742.8328045486	2247287.489110264	2247161.8250705665
2242717.165411691	2237064.908447326	2245435.303953354	2246112.019617475	2245816.822027547	2245106.831286468
2241299.6633162852	2236405.552023919	2243843.5775551344	2244382.3774944893	2244220.6974613466	2243345.556877921
2240584.641045304	2236038.0509546325	2242022.541590292	2242551.228110322	2242650.1612000004	2241570.4066083874
2240065.77551246	2235848.036372402	2240507.326299546	2240991.0297444174	2241376.487312548	2240309.094531378
2239855.520022579	2235734.51342432	2239349.1272555552	2239855.5023736646	2240333.4699385925	2239383.9085336667
2239575.601195595	2235654.530027326	2238478.015584227	2239023.3077290356	2239496.026886922	2238654.4059876627
2239533.213637128	2235590.241708292	2237712.6555316746	2238447.519161089	2238891.2756925905	2237988.75388153
2239357.119342307	2235529.3365836926	2237096.899386341	2237917.4613356385	2238330.4206812875	2237396.391944791
2239372.4753617872	2235496.2469825735	2236618.703228547	2237414.3845724775	2237878.230988867	2236926.888647009
2239248.8397519384	2235464.771203895	2236277.098922617	2236995.137587922	2237524.151706899	2236533.2087811274
2239284.122808403	2235448.7678537257	2236052.991423661	2236719.0095218206	2237342.5140013555	2236317.856628358
2239188.3813278847	2235431.9274940696	2235908.7263975847	2236512.7577649085	2237212.8675633967	2236193.5399784544
2239228.8015145543	2235423.5721893176	2235810.4473784333	2236364.3620273154	2237123.592259133	2236107.1203497285
2239151.631628193	2235413.070591322	2235713.531306849	2236227.1913350555	2237043.3119305614	2236039.822250387
2239191.107132124	2235408.737682787	2235659.6524606566	2236136.1576458025	2236973.6282732678	2235990.1608964605
2239128.627448999	2235400.887549596	2235593.845455378	2236057.2560966853	2236905.0818416765	2235947.893692298
2239164.2203504196	2235396.80770961	2235566.2139953575	2236016.635082042	2236846.437518219	2235903.40077603
2239114.4006804978	2235389.289012239	2235519.1218238072	2235970.484473572	2236786.805758476	2235870.5762082776
2239144.306163175	2235385.558107063	2235498.2950008293	2235946.9599295035	2236732.8852261435	2235845.764130991
2239105.840574481	2235379.347831646	2235460.8835310717	2235913.5208032625	2236677.389373762	2235823.932592263
2239128.948663176	2235376.4059003056	2235434.755737306	2235901.6366098057	2236626.4640515517	2235800.239237822
2239100.689846013	2235371.554987656	2235397.8115360793	2235876.985903742	2236575.04650155	2235769.7332982337
2239116.6809622566	2235369.3738212106	2235364.7512300285	2235873.232699264	2236530.216529511	2235740.976846241
2239097.3333627754	2235366.164262764	2235328.6061561345	2235854.2769183284	2236487.048034384	2235721.148549217
2239106.8226106693	2235364.3908737954	2235296.072256306	2235858.153574065	2236451.280177624	2235707.567331592
2239094.7452656175	2235361.8151985793	2235266.008089946	2235844.309258673	2236415.6082035024	2235697.4417056083
2239098.9985790825	2235360.6212045047	2235239.680324902	2235855.746236137	2236387.7961370368	2235689.839270494
