-1562673.8819477863	-1555414.5302110845	-1561856.6718009375	-1563154.0820459984	-1561333.053915716	-1561703.2659449598
-1560973.4794947337	-1552847.5933647593	-1559963.9079344806	-1560172.4241090592	-1559838.6352118	-1559111.0115975782
-1556048.911880757	-1551418.2665666267	-1557837.9043719263	-1558016.6071823034	-1557700.986984373	-1557613.883309584
-1554533.0799985046	-1550615.2340198795	-1556417.1500650123	-1556886.2136196294	-1556681.5982424438	-1556189.4701620692
-1553550.5424176306	-1550158.2029739837	-1555313.8493998884	-1555687.3170587146	-1555575.2489995852	-1554968.64777156
-1553054.926746471	-1549903.4706439537	-1554051.6034551484	-1554418.0610258952	-1554486.636218028	-1553738.2073671916
-1552695.2765652968	-1549771.7625720366	-1553001.3362484437	-1553336.6139274645	-1553603.7927540268	-1552863.9324571947
-1552549.5385652697	-1549693.0744606333	-1552198.5338465606	-1552549.5263319793	-1552880.8282019633	-1552222.6423914048
-1552355.5136195656	-1549637.6341945173	-1551594.7252476453	-1551972.6929603845	-1552300.3569118246	-1551716.9897584505
-1552326.1328029134	-1549593.0729274338	-1551064.2180850776	-1551573.5867379191	-1551881.1753265539	-1551255.594877826
-1552204.0735389858	-1549550.8567120407	-1550637.408449026	-1551206.1786506674	-1551492.42025676	-1550845.0008715156
-1552214.717520546	-1549527.9207483034	-1550305.9481305114	-1550857.4724106737	-1551178.986246397	-1550519.5659843842
-1552129.0198461693	-1549506.103401094	-1550069.1660690175	-1550566.872545372	-1550933.5571903766	-1550246.687895307
-1552153.476197311	-1549495.0107240244	-1549913.8265879392	-1550375.475154863	-1550807.6555268944	-1550097.4171578072
-1552087.1132600135	-1549483.3378762053	-1549813.8296918676	-1550232.5123311093	-1550717.7914639707	-1550011.2474224186
-1552115.1303984362	-1549477.5464202801	-1549745.7078668352	-1550129.6522439588	-1550655.9105385228	-1549951.3459004047
-1552061.6403092684	-1549470.267267256	-1549678.5307650848	-1550034.5727653815	-1550600.2644551026	-1549904.6984125809
-1552089.0026435286	-1549467.2639239049	-1549641.1847947517	-1549971.4730203396	-1550551.9634245166	-1549870.2757851318
-1552045.6950273148	-1549461.8226262126	-1549595.5708545824	-1549916.7826340438	-1550504.4506587563	-1549840.9783917393
-1552070.366146567	-1549458.9946966388	-1549576.4181859642	-1549888.626292222	-1550463.801511283	-1549810.1382522944
-1552035.8337828538	-1549453.7831327077	-1549543.77638001	-1549856.6371281035	-1550422.4679251383	-1549787.3859956642
-1552056.5626838498	-1549451.197066378	-1549529.3403263986	-1549840.3311566873	-1550385.0930601724	-1549770.1875742648
-1552029.900369468	-1549446.892431454	-1549503.4086715896	-1549817.1529206547	-1550346.6262665698	-1549755.0551047754
-1552045.9176760206	-1549444.853240064	-1549485.2982650334	-1549808.9154254505	-1550311.3275230702	-1549738.6321229327
-1552026.3301565838	-1549441.4908435857	-1549459.6904961222	-1549791.8288580219	-1550275.6875932498	-1549717.4870169305
-1552037.4143537057	-1549439.9789742408	-1549436.7748381633	-1549789.2273349436	-1550244.613824527	-1549697.5545632795
-1552024.0036196702	-1549437.7542778535	-1549411.7209820899	-1549776.0881888461	-1550214.6917038055	-1549683.8106351155
-1552030.5810651165	-1549436.525058248	-1549389.1702011703	-1549778.7752818533	-1550189.8993147651	-1549674.3968524004
-1552022.2096874302	-1549434.7397362604	-1549368.331309002	-1549769.1791336401	-1550165.1733864942	-1549667.3783033092
-1552025.1578596903	-1549433.9121226475	-1549350.0822929402	-1549777.106642306	-1550145.8955310283	-1549662.1086968256
